spins,nodes,mean_app,mean_mpi,max_app,max_mpi,min_app,min_mpi,std_app,std_mpi,barrier_perc,reduce_perc,bcast_perc
64,4,14800.0,812.7708333333334,14800.0,3380.0,14800.0,560.0,0.0,228.46492037653692,93.5,6.4402,0.067
64,5,12000.0,806.2277777777778,12000.0,2760.0,12000.0,604.0,0.0,162.43715864604573,94.0,5.9224,0.0995
64,6,10200.0,762.4444444444445,10200.0,2480.0,10200.0,609.0,0.0,130.23037428955237,92.7,7.2383,0.0871
64,9,7200.0,828.4907407407408,7200.0,1270.0,7200.0,709.0,0.0,116.1803201366983,81.3,18.658199999999997,0.0702
64,10,6720.0,978.1972222222222,6720.0,1380.0,6720.0,636.0,0.0,108.36052222916692,85.7,14.221,0.060700000000000004
64,12,5580.0,743.4745370370371,5580.0,1080.0,5580.0,637.0,0.0,92.64018310899058,85.1,14.8146,0.0866
64,15,4720.0,827.7407407407408,4720.0,1060.0,4720.0,679.0,0.0,104.81015352270978,78.5,21.4457,0.0812
64,18,4210.0,899.4058641975308,4210.0,1100.0,4210.0,806.0,0.0,84.7590298082033,79.9,20.0384,0.0736
